576.54578	57.
576.70123	44.
576.85669	54.
577.01215	66.
577.1676	65.
577.32306	39.
577.47852	62.
577.6339699999999	65.
577.78943	56.
577.94482	57.
578.1002800000001	60.
578.25574	70.
578.41119	57.
578.5665900000001	56.
578.72205	54.
578.8775000000002	71.
579.03296	57.
579.18835	61.
579.34381	55.
579.49927	64.
579.65466	52.
579.81012	69.
579.9655200000001	64.
580.12097	60.
580.2764300000001	64.
580.43182	73.
580.58728	65.
580.74268	64.
580.89813	63.
581.0535299999999	61.
581.20898	68.
581.36438	66.
581.5198400000002	65.
581.6752299999999	74.
581.83063	64.
581.98608	71.
582.14148	73.
582.29688	55.
582.45233	70.
582.60773	62.
582.76312	77.
582.9185800000001	68.
583.07397	63.
583.22937	69.
583.3847699999999	75.
583.5401600000001	64.
583.69562	64.
583.85101	68.
584.00641	69.
584.1618	68.
584.3172	76.
584.4726	65.
584.62799	79.
584.78339	69.
584.93878	80.
585.09418	85.
585.2495700000001	86.
585.40497	80.
585.56036	83.
585.71576	84.
585.8711499999998	71.
586.02655	74.
586.18195	72.
586.33734	80.
586.49274	79.
586.64813	88.
586.80347	78.
586.95886	76.
587.11426	94.
587.26965	79.
587.42505	81.
587.58038	79.
587.73578	88.
587.89117	85.
588.04651	97.
588.2019	100.
588.3573	102.
588.51263	81.
588.66803	90.
588.82336	92.
588.97876	72.
589.13416	89.
589.28949	90.
589.44489	103.
589.6002199999999	96.
589.75562	95.
589.91095	97.
590.0663499999999	100.
590.22168	98.
590.3770099999999	99.
590.5324100000001	104.
590.68774	106.
590.84308	108.
590.99847	111.
591.1538100000001	89.
591.3091400000001	105.
591.46454	104.
591.61987	102.
591.77521	109.
591.93054	105.
592.08594	115.
592.2412699999999	118.
592.39661	118.
592.55194	104.
592.7072800000001	110.
592.86261	122.
593.0179399999998	100.
593.17328	107.
593.32861	106.
593.48395	118.
593.6392800000001	120.
593.79462	115.
593.94995	117.
594.10529	117.
594.26062	108.
594.41595	114.
594.57129	130.
594.7266200000001	117.
594.88196	103.
595.0372900000001	116.
595.1925699999999	132.
595.3479	144.
595.50323	129.
595.6585700000002	106.
595.8139000000001	123.
595.9691800000002	125.
596.12451	120.
596.27985	133.
596.4351199999999	125.
596.59045	131.
596.74579	141.
596.90106	145.
597.0564	131.
597.21167	146.
597.3669999999998	126.
597.52228	122.
597.67761	136.
597.83289	119.
597.98822	124.
598.1434900000002	137.
598.29883	129.
598.4541	134.
598.60944	142.
598.76471	145.
598.91998	137.
599.07532	142.
599.23059	156.
599.3858600000001	133.
599.5412	142.
599.69647	143.
599.85175	124.
600.00702	156.
600.16235	163.
600.31763	178.
600.4729	172.
600.62817	138.
600.78345	132.
600.93872	146.
601.0939899999998	147.
601.24927	148.
601.40454	158.
601.55981	156.
601.7150899999999	150.
601.87036	158.
602.02563	175.
602.18091	160.
602.33618	148.
602.49146	170.
602.64673	157.
602.8020000000001	178.
602.95728	187.
603.11255	170.
603.2677599999998	166.
603.42303	170.
603.57831	170.
603.73358	186.
603.88879	190.
604.0440699999999	185.
604.19934	168.
604.3545499999999	155.
604.50983	172.
604.6651	157.
604.82031	192.
604.9755899999999	179.
605.1308	192.
605.28607	207.
605.44135	198.
605.59656	175.
605.75183	178.
605.90704	190.
606.06226	169.
606.2175300000001	170.
606.3727400000001	186.
606.5280199999999	203.
606.68323	198.
606.83844	180.
606.99371	183.
607.14893	188.
607.30414	196.
607.4593499999999	194.
607.61462	202.
607.76984	180.
607.92505	199.
608.08026	183.
608.23547	182.
608.39075	193.
608.5459600000002	199.
608.70117	210.
608.85638	189.
609.0116	200.
609.16681	212.
609.32202	171.
609.47723	174.
609.63245	185.
609.78766	199.
609.94287	188.
610.09808	204.
610.2533	205.
610.40845	196.
610.56366	202.
610.71887	166.
610.87408	194.
611.0293	237.
611.18445	207.
611.33966	218.
611.49487	217.
611.65009	231.
611.80524	192.
611.96045	176.
612.11566	179.
612.27081	185.
612.4260299999999	203.
612.58118	241.
612.73639	220.
612.89154	209.
613.0467499999999	197.
613.2019000000001	191.
613.3571199999999	214.
613.51227	203.
613.66748	193.
613.82263	217.
613.97778	221.
614.1330000000002	220.
614.28815	212.
614.4433000000001	191.
614.5985099999999	183.
614.75366	209.
614.90881	216.
615.0639600000001	199.
615.21918	206.
615.37433	231.
615.52948	192.
615.68463	192.
615.8397799999999	204.
615.99493	213.
616.15009	229.
616.3053000000001	218.
616.46045	208.
616.6156	196.
616.77075	206.
616.9259	206.
617.08105	193.
617.2361499999998	185.
617.3913000000001	206.
617.5464500000002	231.
617.7016000000001	241.
617.85675	227.
618.0119000000001	197.
618.1670500000001	179.
618.32214	204.
618.47729	182.
618.63245	171.
618.7875999999999	240.
618.94269	242.
619.09784	244.
619.2529899999998	209.
619.4080800000002	207.
619.5632300000001	230.
619.71832	235.
619.8734699999999	185.
620.02856	209.
620.18372	230.
620.33881	262.
620.49396	235.
620.64905	204.
620.8042	183.
620.95929	205.
621.11444	222.
621.26953	217.
621.42462	233.
621.57977	264.
621.73486	235.
621.88995	187.
622.04504	173.
622.2002	217.
622.35529	211.
622.51038	235.
622.66547	233.
622.8205599999999	220.
622.97565	246.
623.13074	236.
623.2858300000001	206.
623.44098	194.
623.5960700000002	209.
623.7511599999999	194.
623.90625	224.
624.06128	273.
624.21637	240.
624.3714599999998	222.
624.5265500000002	207.
624.6816399999999	226.
624.8367299999999	211.
624.99182	223.
625.14691	222.
625.30194	227.
625.45703	257.
625.61212	245.
625.76715	229.
625.92224	237.
626.07733	250.
626.23236	247.
626.38745	218.
626.54254	218.
626.69757	249.
626.85266	230.
627.0076900000001	229.
627.1627799999999	220.
627.31781	222.
627.4729	256.
627.62793	234.
627.7830199999999	266.
627.93805	241.
628.09308	236.
628.24817	219.
628.4032000000001	229.
628.55823	239.
628.71332	233.
628.86835	258.
629.02338	251.
629.17841	241.
629.3334400000001	256.
629.4885300000001	269.
629.64355	222.
629.79858	223.
629.95361	236.
630.1086399999999	260.
630.26367	293.
630.4187	273.
630.5737299999998	233.
630.72876	226.
630.88379	252.
631.0388200000001	250.
631.19385	250.
631.3488799999999	235.
631.50385	274.
631.6588699999999	297.
631.8139	310.
631.96893	276.
632.12396	265.
632.27893	254.
632.4339600000001	244.
632.58899	249.
632.7439600000001	266.
632.89899	290.
633.05402	324.
633.20898	303.
633.3640099999999	280.
633.51898	265.
633.6740100000001	278.
633.82898	305.
633.9840100000001	285.
634.13898	293.
634.29401	315.
634.4489699999999	329.
634.604	324.
634.75897	298.
634.91394	300.
635.0689699999999	280.
635.22394	319.
635.3789099999999	341.
635.53387	291.
635.6889	311.
635.8438700000002	337.
635.99884	309.
636.1538100000001	269.
636.30878	288.
636.46375	364.
636.61871	363.
636.77368	367.
636.92865	363.
637.0836199999999	342.
637.23859	362.
637.39355	336.
637.54852	299.
637.70349	298.
637.85846	343.
638.0134299999999	386.
638.1684	337.
638.32336	357.
638.4782700000001	374.
638.6332400000001	394.
638.78821	375.
638.94318	353.
639.0980800000001	329.
639.2530499999999	364.
639.40802	415.
639.56293	397.
639.7178999999999	361.
639.8728000000001	368.
640.02777	392.
640.18268	406.
640.33765	359.
640.49255	428.
640.6475199999999	436.
640.80243	430.
640.9574	442.
641.1123	440.
641.26721	435.
641.42218	438.
641.57709	446.
641.7319900000001	433.
641.8869	424.
642.04187	422.
642.19678	499.
642.35168	496.
642.50659	457.
642.6615	437.
642.81641	436.
642.97131	463.
643.1262200000001	502.
643.28113	524.
643.43604	508.
643.5909399999999	473.
643.7458499999999	497.
643.90076	460.
644.05566	452.
644.21057	505.
644.36548	534.
644.52039	578.
644.67529	566.
644.83014	584.
644.98505	560.
645.13995	565.
645.2948	572.
645.44971	561.
645.60461	566.
645.75946	613.
645.91437	612.
646.06927	590.
646.2241200000001	569.
646.37903	573.
646.53387	577.
646.6887799999998	613.
